r2_train,r2_test,rmse_test,mae_test,cv_r2_mean,cv_r2_std,n_train,n_test,n_features
0.6090720669046676,0.609192651642787,5.943806665659979,3.1503211971515586,0.6089838172103861,0.004961794857370117,221720,55431,12
